index,published,keyword,domain,language,valid,title,description,url,image,archive,content,quote,de,en,la,added
c2a2940be47bdad4b123d3c2f7ef87a4,2026-09-02T04:27:19Z,'Gewitter',www.zeit.de,de,0.9,Wetter: Stürmische Tage im Norden – Gewitter und Regen im Anmarsch,Hier finden Sie Informationen zu dem Thema „Wetter“. Lesen Sie jetzt „Stürmische Tage im Norden – Gewitter und Regen im Anmarsch“.,https://www.zeit.de/news/2026-09/02/stuermische-tage-im-norden-gewitter-und-regen-im-anmarsch,https://img.zeit.de/news/2026-09/02/stuermische-tage-im-norden-gewitter-und-regen-im-anmarsch-image-group/wide__1300x731,,"Es wird nicht gerade gemütlich zum Septemberbeginn in Hamburg und Schleswig-Holstein. Der Deutsche Wetterdienst (DWD) sagt für den zweiten Teil der Woche Schauer, Gewitter und starke Windböen voraus.… [+1233 chars]",,Wetter: Stürmische Tage im Norden – Gewitter und Regen im Anmarsch. Hier finden Sie Informationen zu dem Thema „Wetter“. Lesen Sie jetzt „Stürmische Tage im Norden – Gewitter und Regen im Anmarsch“.,Weather: Stormy days in the north - thunderstorms and rain approaching. Here you will find information on the topic of “weather”. Read “Stormy days in the north – thunderstorms and rain approaching” now.,"Tempestas: dies turbidi in septentrionem - tonitribus et pluviis appropinquant. Hic informationes invenies in argumento ""tempestatis"". Lege ""Tempestae in septentrione - tonitribus et pluviis appropinquantibus"" nunc.",2026-09-04 09:28:15+00:00
231dab18042edb448b60bff2d582be0d,2026-09-02T05:33:57Z,'Gewitter',www.zeit.de,de,0.9,Wetter: Gewitter im Anmarsch: Wann es besonders nass wird,Hier finden Sie Informationen zu dem Thema „Wetter“. Lesen Sie jetzt „Gewitter im Anmarsch: Wann es besonders nass wird“.,https://www.zeit.de/news/2026-09/02/gewitter-im-anmarsch-wann-es-besonders-nass-wird,https://img.zeit.de/news/2026-09/02/gewitter-im-anmarsch-wann-es-besonders-nass-wird-image-group/wide__1300x731,,"Der September legt in Niedersachsen und Bremen einen eher ungemütlichen Start hin. Der Deutsche Wetterdienst (DWD) sagt für den zweiten Teil der Woche Schauer, Gewitter und starke Windböen voraus.
D… [+1404 chars]",,Wetter: Gewitter im Anmarsch: Wann es besonders nass wird. Hier finden Sie Informationen zu dem Thema „Wetter“. Lesen Sie jetzt „Gewitter im Anmarsch: Wann es besonders nass wird“.,Weather: Thunderstorm approaching: When it will be particularly wet. Here you will find information on the topic of “weather”. Now read “Thunderstorms approaching: When it will be particularly wet”.,"Tempestas: Tonitruum appropinquans: Cum maxime humidum erit. Hic informationes invenies in argumento ""tempestatis"". Nunc lege ""Tempestae appropinquantes: Cum maxime humidum erit"".",2026-09-04 09:28:15+00:00
a6d22b1069e4c41c179798fde9658691,2026-09-02T18:30:29Z,'Ernte',www.tagesschau.de,de,0.9,Ernteausfälle durch Hitze - Agrarminister Rainer kündigt Hilfen für Bauern an,"Die durch Hitze und Trockenheit geschmälerte Ernte ist laut Bundesagrarminister Rainer eine ""herbe Enttäuschung"" für viele Landwirte. Der CSU-Politiker kündigte Hilfen für die betroffenen Betriebe an.",https://www.tagesschau.de/inland/innenpolitik/ernteausfaelle-krise-rainer-100.html,https://images.tagesschau.de/image/1ceda97f-1e92-4744-8eba-83b29337c223/AAABoGNdaKs/AAABnSSvrFg/16x9-big/alois-rainer-120.jpg?width=1280,http://web.archive.org/web/20260902193721/https://www.tagesschau.de/inland/innenpolitik/ernteausfaelle-krise-rainer-100.html,"Stand: 02.09.2026 20:30 Uhr
Die durch Hitze und Trockenheit geschmälerte Ernte ist laut Bundesagrarminister Rainer eine ""herbe Enttäuschung"" für viele Landwirte. Der CSU-Politiker kündigte Hilfen fü… [+2914 chars]",,"Ernteausfälle durch Hitze - Agrarminister Rainer kündigt Hilfen für Bauern an. Die durch Hitze und Trockenheit geschmälerte Ernte ist laut Bundesagrarminister Rainer eine ""herbe Enttäuschung"" für viele Landwirte. Der CSU-Politiker kündigte Hilfen für die betroffenen Betriebe an.","Crop failures due to heat - Agriculture Minister Rainer announces help for farmers. According to Federal Agriculture Minister Rainer, the reduced harvest due to heat and drought is a “bitter disappointment” for many farmers. The CSU politician announced help for the affected companies.","Seges defectus propter calorem - Rainer Minister Agriculture auxilium agricolae denuntiat. Secundum Ministerium Agriculturae Foederatum Rainer, messis imminuta propter aestum et siccitatem multis agricolae est ""defectio amara"". Politicus CSU denuntiavit auxilium pro societatibus affectis.",2026-09-05 04:06:42+00:00
2d5ec7ad47f3d9b4b1dc48bbf3c71843,2026-09-04T04:29:44Z,'Sommer',noe.orf.at,de,0.9,Mehr Bergrettungseinsätze im Sommer,"Die Bergrettung Niederösterreich/Wien hat im Sommer mehr Einsätze als im Vorjahr verzeichnet. Auffällig sei die Zahl jener Menschen, die unverletzt aus dem alpinen Gelände gerettet werden müssen. Die Helfer warnen zudem vor besonderen Gefahren im Herbst.",https://noe.orf.at/stories/3369700/,https://ibs.orf.at/noe?image=https%3A%2F%2Foekastatic.orf.at%2Fmims%2F2026%2F36%2F46%2Fcrops%2Fw%3D1200%2Ch%3D627%2Cq%3D75%2F3170922_master_1229546_03092026_ka_posch_pk_alpinesicherheit_wanderherbst_usrcno19ing01_00_43_53_14.jpg%3Fs%3D3b9230773c2a3a0113f4888463c599f6f63964c4,,"In einem Zeitraum von 60 Tagen verzeichnete die Bergrettung Niederösterreich/Wien heuer im Sommer rund 150 Einsätze, im Vorjahr waren es rund 125, hieß es bei einem Pressetermin am Donnerstag. Das en… [+4958 chars]",,"Mehr Bergrettungseinsätze im Sommer. Die Bergrettung Niederösterreich/Wien hat im Sommer mehr Einsätze als im Vorjahr verzeichnet. Auffällig sei die Zahl jener Menschen, die unverletzt aus dem alpinen Gelände gerettet werden müssen. Die Helfer warnen zudem vor besonderen Gefahren im Herbst.",More mountain rescue operations in summer. The Lower Austria/Vienna mountain rescue service recorded more operations in the summer than in the previous year. What is striking is the number of people who have to be rescued from alpine terrain uninjured. The helpers also warn of particular dangers in autumn.,"Plures montes aestate opera- buntur. Inferior Austria/Vienna mons operas liberans plus aestate quam anno priore memoriae mandavit. Insigne est numerus hominum, qui ex alpinis locis inlesi eripi debent. Auxiliarii etiam in autumno pericula particularia monent.",2026-09-05 08:56:16+00:00
2bd13aa7aa3fb07f9c858034564b8bb1,2026-09-04T05:00:00Z,'Sommer',www.derstandard.at,de,0.9,"Prozess gegen massiv Vorbestraften, der Frau in Modegeschäft sexuell belästigte",Ein neunfach vorbestrafter 36-Jähriger soll im Sommer in einem Einkaufszentrum ein Pärchen und Securitys angegriffen haben. Er findet die Strafe dafür ungerecht,https://www.derstandard.at/story/3000000338313/prozess-gegen-massiv-vorbestraften-der-frau-in-modegeschaeft-sexuell-belaestigte,https://i.ds.at/b2YpVg/rs:fill:1200:600/plain/lido-images/2026/09/03/16e4c112-8fb7-4219-9f4f-d91339b65c59.jpg,,"Im Donauzentrum in Wien-Donaustadt gibt es nicht nur Gastronomiebetriebe, sondern auch Möglichkeiten, Textilien zu erwerben. Für eine 20-Jährige wurde das zum Alptraum.
Heribert Corn
""Eine halbe St… [+835 chars]",,"Prozess gegen massiv Vorbestraften, der Frau in Modegeschäft sexuell belästigte. Ein neunfach vorbestrafter 36-Jähriger soll im Sommer in einem Einkaufszentrum ein Pärchen und Securitys angegriffen haben. Er findet die Strafe dafür ungerecht",Trial against a heavily convicted man who sexually harassed a woman in a fashion store. A 36-year-old with nine previous convictions is said to have attacked a couple and security guards in a shopping center in the summer. He thinks the punishment for this is unfair,"Iudicium contra virum graviter convictum, qui mulierem fornicatur quodammodo reponunt. A XXXVI annorum cum novem superioribus persuasionibus dicitur duos custodes securitatis in medio shopping aestate aestate aggressos esse. poenam iniquum putat",2026-09-05 08:56:16+00:00
fc2ef9079abcb37980e729749319534c,2026-09-04T05:27:05Z,'Sommer',www.tagesspiegel.de,de,0.9,Bevor der Herbst kommt: Hier soll es heute noch einmal richtig heiß werden,"In der Nordhälfte Deutschlands verabschiedet man sich bereits vom Sommer 2026, der Süden darf sich dem Wetterdienst zufolge über 30 Grad freuen. Wie geht es dann weiter?",https://www.tagesspiegel.de/gesellschaft/panorama/dpa-hier-soll-es-heute-noch-einmal-richtig-heiss-werden-16016239.html,https://www.tagesspiegel.de/images/16016243/alternates/BASE_16_9_W1400/1788499559000/wetter-in-baden-wurttemberg.jpeg,,Die Menschen in Deutschland erwarten heute ganz unterschiedliche Witterungsbedingungen. Während es der Norden nach Angaben des Deutschen Wetterdienstes (DWD) teils mit Starkregen zu tun bekommen wird… [+1486 chars],,"Bevor der Herbst kommt: Hier soll es heute noch einmal richtig heiß werden. In der Nordhälfte Deutschlands verabschiedet man sich bereits vom Sommer 2026, der Süden darf sich dem Wetterdienst zufolge über 30 Grad freuen. Wie geht es dann weiter?","Before autumn comes: it's supposed to be really hot here again today. In the northern half of Germany we are already saying goodbye to the summer of 2026; according to the weather service, the south can look forward to 30 degrees. What happens next?","Ante autumnum venit: hic iterum hodie calidus esse putatur. In dimidio septentrionali Germaniae aestate anni 2026 iam vale dicimus; secundum tempestatis ministerium, meridiem spectare potest ad 30 gradus. Quid deinde?",2026-09-05 08:56:16+00:00
7e8181bf979933000d6deb3b35adfd06,2026-09-04T06:36:41Z,'Sommer',www.sueddeutsche.de,de,0.9,Wetter in Bayern: Der Sommer dreht noch mal auf,Bis zu 32 Grad warm soll es in Bayern werden – und die Aussichten für das Wochenende sind nicht schlecht.,https://www.sueddeutsche.de/bayern/bayern-wetter-wochenende-sommer-li.3542150,https://www.sueddeutsche.de/2026/09/04/372f0838-cf22-4d73-8048-ce8659f7df5b.jpg?q=60&fm=webp&width=1200&rect=0%2C206%2C4000%2C2250,,"Die Nacht zu Samstag ist zunächst klar, ehe von Norden her neue Wolken und Regen aufziehen. Die Temperaturen pendeln sich laut DWD zwischen 18 und 13 Grad ein. Am Samstag soll sich der Regen dann jed… [+308 chars]",,Wetter in Bayern: Der Sommer dreht noch mal auf. Bis zu 32 Grad warm soll es in Bayern werden – und die Aussichten für das Wochenende sind nicht schlecht.,Weather in Bavaria: Summer is turning up again. It's expected to be up to 32 degrees warm in Bavaria - and the prospects for the weekend are not bad.,Tempestas in Bavaria: Aestas iterum volvitur. Exspectatur usque ad 32 gradus in Bavaria calescere - et exspectatio volutpat vestibulum non est mala.,2026-09-05 08:56:16+00:00
1ea9326936e07b4ec58c2f64dbd70383,2026-09-04T10:03:52Z,'Herbst',orf.at,de,0.9,Ferienfinale bringt Sommerwetter,"Meteorologisch gesehen hat diese Woche der Herbst begonnen. Die kommenden Tage und somit die letzten Ferientage für Burgenland, Wien und Niederösterreich bringen aber vor allem ausgesprochen sommerliches Wetter – allerdings mit Schwankungen von Tag zu Tag.",https://orf.at/stories/3441168/,https://ibs.orf.at/news?image=https%3A%2F%2Fassets.orf.at%2Fmims%2F2026%2F36%2F26%2Fcrops%2Fw%3D1200%2Ch%3D630%2Cq%3D75%2F3171559_master_1229826_klima_wetter_vorschau_wochenende_coe.jpg%3Fs%3Dffeee95f6585a0b41196d1aaef7a0380da85d9a3,http://web.archive.org/web/20260904130854/https://orf.at/stories/3441168/,Am Nachmittag scheint in ganz Österreich die Sonne bei hochsommerlichen Temperaturen von 26 bis 33 Grad. Dabei wird in allen neun Bundesländern die 30-Grad-Marke und damit ein Hitzetag erreicht. Hitz… [+2596 chars],,"Ferienfinale bringt Sommerwetter. Meteorologisch gesehen hat diese Woche der Herbst begonnen. Die kommenden Tage und somit die letzten Ferientage für Burgenland, Wien und Niederösterreich bringen aber vor allem ausgesprochen sommerliches Wetter – allerdings mit Schwankungen von Tag zu Tag.","Holiday finale brings summer weather. Meteorologically speaking, autumn began this week. The coming days and thus the last days of vacation for Burgenland, Vienna and Lower Austria will bring particularly summery weather - albeit with fluctuations from day to day.","Feriae ultima tempestas aestatem adfert. Meteorologice loquendo, autumnus hac septimana incepit. Venturi dies et sic novissimi feriarum dies Burgenlandiam, Viennam et Austriam inferiorem tempestates aestivas praecipue afferent, quamvis in dies fluctuationes.",2026-09-05 13:22:21+00:00
0613dcdc098d25eca834c63a11625816,2026-09-04T10:15:09Z,'Sommer',www.bild.de,de,0.9,Trotz Mega-Angeboten alle Stars gehalten - ER ist der heimliche Transferkönig dieses Sommers,Trotz der Mega-Angebote für 3 Stars: In diesem Sommer hat Mainz 05 erstmals seit vielen Jahren keinen Leistungsträger abgegeben und das Team noch verstärkt!,https://www.bild.de/sport/fussball/stars-gehalten-team-verstaerkt-das-ist-der-transferkoenig-des-sommers-6a9a86d5b3e0470a1975b579,"https://images.bild.de/6a9a86d5b3e0470a1975b579/08cbafaed17e97e06b2390954495d34f,21cfc04a?w=1280",,"+++Trotz BSW-Beben in Thüringen: Regierung mit CDU-Landeschef soll bleiben
+++Trotz BSW-Beben in Thüringen: Regierung mit CDU-Landeschef soll bleiben
+++Trotz BSW-Beben in Thüringen: Regierung mit … [+558 chars]",,Trotz Mega-Angeboten alle Stars gehalten - ER ist der heimliche Transferkönig dieses Sommers. Trotz der Mega-Angebote für 3 Stars: In diesem Sommer hat Mainz 05 erstmals seit vielen Jahren keinen Leistungsträger abgegeben und das Team noch verstärkt!,"All stars kept despite mega offers - HE is the secret transfer king of this summer. Despite the mega offers for 3 stars: This summer, for the first time in many years, Mainz 05 did not give up any top performers and strengthened the team!","Omnes stellae conservantur obstante mega offert - ILLE est arcanum translatio regis huius aestatis. Quamvis mega offert pro 3 astris: Haec aestas, primum multis annis, Moguntiacum 05 non dedit ullum summum scaenicis et confirmavit equos!",2026-09-05 13:22:21+00:00
57798f041ba09dd2354111c5077f2b92,2026-09-04T10:34:53Z,'Sommer',orf.at,de,0.9,Sommerbilanz: Um ein Drittel weniger Niederschlag,,https://orf.at/stories/3441196/,https://orf.at/mojo/1_4_1/storyserver//news/common/images/og-fallback-news.png,http://web.archive.org/web/20260904130859/https://orf.at/stories/3441196/,"Der laut GeoSphere heißeste Sommer der Messgeschichte, der zudem auch von außergewöhnlicher Trockenheit geprägt war, hat dafür gesorgt, dass auch die Wasserbilanz deutlich negativ ausfällt.
Österrei… [+1508 chars]",,Sommerbilanz: Um ein Drittel weniger Niederschlag. None,Summer balance: A third less precipitation. None,Aestiva libra: Tertia minus praecipitatio. Nullus,2026-09-05 13:22:21+00:00
